image_id,ast_tree_count,total_ast_node_count,max_ast_depth,frac_expression_count,sup_expression_count,sub_expression_count,sqrt_expression_count,env_expression_count,bigop_expression_count,accent_expression_count,stackrel_expression_count,textcircled_expression_count,distinct_structure_type_count,structure_combination,total_token_count,distinct_token_count,rare10_token_occurrence_count,rare10_expression_count,has_rare10,english_tokens,digit_tokens,greek_tokens,special_symbol_tokens,operator_tokens,grouping_tokens,structural_tokens,CJK_tokens,punctuation_tokens,layout__alignment_tokens,other__unknown_tokens
20240914-0247-1893-abf0-959227894781_ed1e9923-2d33-4740-b117-2dd8ce69c6de_7分,20,5,1,0,0,0,0,1,0,0,0,4,2,env+textcircled,345,75,1,1,True,26,94,0,13,23,6,20,148,14,1,0
20240914-0247-1893-abf0-959227894781_f1ef7d2e-db57-4542-ae20-197588c901ac_5分,12,11,2,0,0,5,0,2,0,0,0,3,3,sub+env+textcircled,231,59,0,0,False,15,77,0,6,26,6,43,47,9,2,0
20240914-0945-24c4-a8a0-ff44d4785971_15fdd12a-c5b0-4f8a-9a99-111b00bd7817_17分,28,33,2,5,9,3,5,0,0,0,0,2,5,frac+sup+sub+sqrt+textcircled,408,68,1,1,True,79,50,0,17,46,66,109,39,2,0,0
20240914-0945-24c4-a8a0-ff44d4785971_2c3d1a34-9567-4082-9aa9-ee88d39462ea_16分,19,56,3,9,10,0,6,0,0,0,0,2,4,frac+sup+sqrt+textcircled,539,61,0,0,False,96,77,1,9,76,36,194,39,11,0,0
20240914-0945-24c4-a8a0-ff44d4785971_5c512ec7-d678-43de-b419-22d82cb24ad0_6分,17,50,3,7,9,0,3,0,0,0,0,0,3,frac+sup+sqrt,464,41,0,0,False,88,74,0,8,69,30,174,19,2,0,0
20240914-0945-24c4-a8a0-ff44d4785971_8c2a7c70-55b3-49f3-af40-9d37f79d6e85_2分,10,21,2,4,4,0,0,1,0,0,0,1,4,frac+sup+env+textcircled,266,39,0,0,False,49,46,0,8,38,20,85,17,1,2,0
20240914-0945-24c4-a8a0-ff44d4785971_c8268b9d-8624-4470-acc1-228075ae0bf6_5分,9,13,2,5,3,0,2,0,0,0,0,0,3,frac+sup+sqrt,148,35,0,0,False,28,19,0,5,19,18,49,8,2,0,0
20240914-0945-24c4-a8a0-ff44d4785971_ceaddeb7-18dc-450b-94df-55a8e1d61573_6分,23,45,2,11,9,1,2,0,0,0,0,2,5,frac+sup+sub+sqrt+textcircled,588,57,0,0,False,97,95,0,26,81,60,171,46,12,0,0
20240914-0945-24c4-a8a0-ff44d4785971_edac0b1c-4724-443a-8dae-f22450bd7afe_17分,22,75,3,6,12,0,9,2,0,0,0,4,5,frac+sup+sqrt+env+textcircled,886,96,2,2,True,134,138,4,53,115,78,265,81,16,2,0
20240914-0945-24c4-a8a0-ff44d4785971_f4503b8d-3503-401e-a6d9-7998284b39e2_13分,29,69,2,10,11,0,7,0,0,0,0,2,4,frac+sup+sqrt+textcircled,665,67,0,0,False,116,84,0,15,83,70,237,52,8,0,0
20240921-0901-1788-78a9-4d077e859896_0c831607-b5ac-4b6a-9dca-377b0b73fe83_4分,9,10,2,3,0,0,2,2,0,0,0,0,3,frac+sqrt+env,137,30,0,0,False,32,16,0,5,20,6,52,4,0,2,0
20240921-0901-1788-78a9-4d077e859896_1c2bf9a4-2146-4e68-8ac9-215a364288c1_8分,17,29,2,6,1,0,9,1,0,0,0,0,4,frac+sup+sqrt+env,363,40,0,0,False,84,56,0,19,46,14,130,9,2,3,0
20240921-0901-1788-78a9-4d077e859896_313b297d-e760-453c-9594-4c0e12846396_1分,5,6,1,2,1,0,0,0,0,0,0,0,2,frac+sup,80,18,0,0,False,21,8,0,4,13,4,28,2,0,0,0
20240921-0901-1788-78a9-4d077e859896_a4dfd6ca-736b-44ba-9929-da82132af018_12分,32,36,2,18,5,0,3,0,0,0,0,0,3,frac+sup+sqrt,484,42,0,0,False,94,97,0,11,90,18,160,14,0,0,0
20240921-0901-1788-78a9-4d077e859896_adafd518-966f-46fa-b7e9-fc0083876c15_7分,11,7,1,0,2,2,3,0,0,0,0,0,3,sup+sub+sqrt,128,35,0,0,False,28,31,0,8,23,6,21,10,1,0,0
20240921-0901-1788-78a9-4d077e859896_dcdae4b2-ccb3-44d4-a0fd-21291a701c65_10分,26,54,2,16,0,0,7,2,0,0,0,0,3,frac+sqrt+env,640,43,0,0,False,130,91,0,29,87,16,265,18,1,3,0
20240921-0901-1788-78a9-4d077e859896_f03503e8-50fe-443c-8e14-d2fb732d978d_15分,37,25,2,7,4,3,4,2,0,0,0,0,5,frac+sup+sub+sqrt+env,454,46,0,0,False,93,100,0,14,86,30,110,16,2,3,0
20240921-0901-1788-78a9-4d077e859896_f159bc68-8d4a-4d08-acc9-dc6c34f3331c_1分,22,18,1,2,6,0,3,0,0,0,0,0,3,frac+sup+sqrt,276,36,0,0,False,66,51,0,14,48,14,60,22,1,0,0
20240921-1326-35bf-d4da-a7484d474119_1d0b2968-98f5-4285-8137-463ee5d86999_1分,22,14,2,5,0,0,1,1,0,3,0,3,5,frac+sqrt+env+accent+textcircled,311,58,0,0,False,77,45,1,26,26,28,69,11,27,1,0
20240921-1326-35bf-d4da-a7484d474119_a648ed4d-35dc-40d2-abe1-8ea39704338f_3分,10,0,0,0,0,0,0,0,0,0,0,0,0,,82,24,0,0,False,43,2,0,7,9,4,0,15,2,0,0
20240921-1326-35bf-d4da-a7484d474119_c3e928ff-f0dd-40d0-8581-6285647feabb_7分,23,25,3,4,1,0,5,0,0,4,0,0,4,frac+sup+sqrt+accent,643,82,0,0,False,160,62,11,59,51,42,129,88,41,0,0
20240921-1326-35bf-d4da-a7484d474119_c4fc77bc-382f-405b-a184-04f583b3c876_15分,26,19,2,5,0,0,3,5,0,2,0,0,4,frac+sqrt+env+accent,651,98,1,1,True,175,53,13,56,65,34,120,98,30,7,0
20240921-1326-35bf-d4da-a7484d474119_cf38c8aa-595f-429c-94b5-46ebf74b7a7d_8分,18,15,2,3,1,0,2,1,0,3,0,0,5,frac+sup+sqrt+env+accent,392,75,0,0,False,80,45,2,42,33,32,86,41,30,1,0
20240921-1326-35bf-d4da-a7484d474119_da62b73c-d73a-4045-8b75-879d101147d5_10分,35,33,2,3,0,3,2,2,0,9,1,0,6,frac+sub+sqrt+env+accent+stackrel,667,89,0,0,False,156,77,2,53,65,40,149,77,46,2,0
20240921-1326-35bf-d4da-a7484d474119_e2a70e2c-4598-4e13-b9bb-3b903ce7be27_15分,26,40,2,5,1,0,2,2,0,11,0,0,5,frac+sup+sqrt+env+accent,889,109,0,0,False,181,109,11,70,96,52,210,99,57,4,0
20240921-1326-35bf-d4da-a7484d474119_fcaf9a05-fcc8-426d-bc0e-4415b3c316c9_14分,20,14,2,3,0,0,1,1,0,4,0,0,4,frac+sqrt+env+accent,302,69,0,0,False,63,36,6,17,26,24,69,40,20,1,0
20240923-2324-49b5-f43a-97ab09267401_265637b1-62a9-448c-9492-5f797d13e8b4_16分,26,15,1,0,8,4,0,0,0,0,0,3,3,sup+sub+textcircled,309,48,0,0,False,54,63,0,36,54,26,45,21,10,0,0
20240923-2324-49b5-f43a-97ab09267401_2faf87aa-8322-4ce1-b9a5-7efdcf9186e6_1分,15,4,1,0,2,0,0,0,0,0,0,2,2,sup+textcircled,193,42,0,0,False,28,44,0,24,48,16,12,15,6,0,0
20240923-2324-49b5-f43a-97ab09267401_450ecf4a-13c1-4223-b975-25402c743323_14分,18,10,1,0,6,4,0,0,0,0,0,0,2,sup+sub,279,58,1,1,True,50,49,0,31,47,28,30,31,13,0,0
20240923-2324-49b5-f43a-97ab09267401_5346d0dc-8569-4863-90ad-29c5e2a04dd9_15分,49,13,1,0,9,3,0,0,0,0,0,0,2,sup+sub,583,66,0,0,False,110,104,0,55,98,82,39,67,28,0,0
20240923-2324-49b5-f43a-97ab09267401_a21811e0-8bf5-47c3-bed0-49af0015e652_3分,10,2,1,0,0,0,0,0,0,0,0,2,1,textcircled,125,33,0,0,False,24,26,0,14,31,10,6,8,6,0,0
20240923-2324-49b5-f43a-97ab09267401_abe85132-be27-48cb-be02-ca88765df33d_6分,9,1,1,0,1,0,0,0,0,0,0,0,1,sup,99,37,0,0,False,12,20,0,16,22,10,3,13,3,0,0
20240923-2324-49b5-f43a-97ab09267401_bcc8b70a-9bc4-44c9-a0a7-c95646e4a929_14分,35,53,3,3,12,10,0,0,0,0,0,4,4,frac+sup+sub+textcircled,700,73,0,0,False,109,114,0,61,82,64,167,63,40,0,0
20240923-2324-49b5-f43a-97ab09267401_e7bd5056-2d1d-445e-b594-572ca9bf0236_6分,25,12,1,0,1,2,0,2,0,0,0,3,4,sup+sub+env+textcircled,402,47,0,0,False,84,80,0,50,104,20,46,8,7,3,0
20240924-0905-346e-b41d-1fccc0899844_8344f017-ff4c-4d03-8fbf-b21786358058_13分,9,49,2,5,0,6,0,1,0,0,0,0,3,frac+sub+env,439,45,0,0,False,58,73,0,7,51,42,179,24,3,2,0
20240924-0905-346e-b41d-1fccc0899844_b29e3e37-a5f5-4cc5-b4db-576a6f2a3f1b_13分,9,35,2,3,0,4,0,1,0,0,0,0,3,frac+sub+env,352,45,0,0,False,45,58,0,9,40,42,126,24,7,1,0
20240924-0905-346e-b41d-1fccc0899844_e545a7f5-913e-45ba-82fd-08038454b2ad_3分,6,6,1,3,0,0,0,1,0,0,0,0,2,frac+env,122,31,0,0,False,21,18,0,10,16,14,33,9,0,1,0
20240924-0905-346e-b41d-1fccc0899844_e5e926a1-d113-4d8b-a769-6945a8c0e6b7_13分,12,56,2,9,0,7,0,0,0,0,0,0,2,frac+sub,578,49,0,0,False,81,90,0,27,61,66,202,35,16,0,0
20240928-0620-59ab-d462-ce31f8175240_05178323-3eae-444c-a9d8-30d59e1e9f03_2分,4,2,1,0,0,0,0,0,0,0,0,2,1,textcircled,35,19,0,0,False,4,9,0,0,6,4,6,5,1,0,0
20240928-0620-59ab-d462-ce31f8175240_2205e6bf-5e01-4e9c-9620-214117f218ac_14分,19,18,1,7,4,0,1,0,0,0,0,5,4,frac+sup+sqrt+textcircled,340,69,0,0,False,31,63,0,8,52,14,72,88,12,0,0
20240928-0620-59ab-d462-ce31f8175240_58c93922-5d89-41c7-8dd1-12200e805f93_14分,26,31,2,12,10,1,3,1,0,0,0,0,5,frac+sup+sub+sqrt+env,486,57,0,0,False,65,103,0,21,102,26,133,27,7,2,0
20240928-0620-59ab-d462-ce31f8175240_7c99a9e5-bcd9-49f6-a95c-d4e7789f5880_13分,33,67,3,17,14,8,10,3,0,0,0,0,5,frac+sup+sub+sqrt+env,827,63,0,0,False,88,155,0,43,160,32,266,59,21,3,0
20241004-0638-348e-9d5e-eca74e078914_03f27266-8f98-48f4-bffe-693a8945eef8_9分,44,62,1,15,13,1,9,1,0,0,0,8,6,frac+sup+sub+sqrt+env+textcircled,723,59,0,0,False,92,137,1,11,117,64,237,39,23,2,0
20241004-0638-348e-9d5e-eca74e078914_1d0f2b8d-3ae7-4cc4-b776-219ef591d5fa_2分,8,11,2,3,2,1,0,1,0,0,0,2,5,frac+sup+sub+env+textcircled,173,51,0,0,False,27,28,0,9,24,18,44,17,4,2,0
20241004-0638-348e-9d5e-eca74e078914_c5f444dd-0b74-4460-b284-0dc3f7d98c8a_15分,47,45,2,22,7,0,4,0,0,0,0,5,4,frac+sup+sqrt+textcircled,668,57,0,0,False,90,116,0,23,111,64,193,59,12,0,0
20241004-0638-348e-9d5e-eca74e078914_f3849988-e398-4126-96c4-37f65fb0e895_15分,25,52,1,16,7,3,4,0,0,0,0,8,5,frac+sup+sub+sqrt+textcircled,591,49,2,2,True,87,119,7,6,105,38,202,23,4,0,0
20241009-0850-4705-a0a6-c8d549427706_2eedb377-62ad-4807-a94a-e74bbe6526ea_10分,12,21,2,5,0,3,0,1,0,0,0,0,3,frac+sub+env,365,61,1,1,True,50,53,12,21,24,20,137,27,18,3,0
20241009-0850-4705-a0a6-c8d549427706_4d619f9e-9cdd-473a-ab25-af28badfd8fe_9分,35,73,2,14,0,25,0,1,0,0,0,3,4,frac+sub+env+textcircled,1020,86,1,1,True,165,169,0,77,66,54,365,64,56,4,0
20241009-0850-4705-a0a6-c8d549427706_b18ecd59-2f2d-4d8e-941b-6501c66c324d_6分,11,44,1,8,0,10,0,0,0,4,0,0,3,frac+sub+accent,417,31,0,0,False,74,47,0,30,36,6,216,4,4,0,0
20241009-0850-4705-a0a6-c8d549427706_b3291045-8a1e-42da-8684-eb60ed248c10_13分,26,83,2,14,0,24,0,1,0,0,0,0,3,frac+sub+env,948,54,0,0,False,168,121,0,79,69,18,449,31,10,3,0
20241010-0319-05b2-1860-4b15c3755465_62f45065-0b72-4a15-a3e3-cc3e89d46ff3_10分,19,51,1,1,0,7,0,0,0,0,0,0,2,frac+sub,470,51,6,2,True,54,129,0,4,15,22,155,50,41,0,0
20241010-0319-05b2-1860-4b15c3755465_7c452e86-5f96-4f15-9280-1659330e222d_13分,14,21,1,3,1,4,0,0,0,1,0,0,4,frac+sup+sub+accent,322,69,4,2,True,37,82,1,6,30,28,77,33,28,0,0
20241010-0319-05b2-1860-4b15c3755465_a81930ce-9dcb-4cfa-8b5f-41a0f8065944_5分,6,8,1,3,2,0,0,0,0,2,0,0,3,frac+sup+accent,124,32,0,0,False,5,48,0,3,19,6,30,5,8,0,0
20241010-0319-05b2-1860-4b15c3755465_bdd02026-0274-46d4-9ae6-f8e59d09d637_7分,24,36,2,6,2,6,0,0,0,3,0,0,4,frac+sup+sub+accent,442,47,2,2,True,26,163,0,13,56,16,122,28,18,0,0
20241010-0319-05b2-1860-4b15c3755465_d363e6eb-f102-4bee-818a-108ec00cc6c3_1分,4,0,0,0,0,0,0,0,0,0,0,0,0,,69,26,0,0,False,3,32,0,0,5,12,0,9,8,0,0
20241010-0319-05b2-1860-4b15c3755465_da94190a-15ce-4a03-809a-fc1f71a06dd5_10分,17,97,1,3,1,9,0,0,0,1,0,0,4,frac+sup+sub+accent,844,67,3,1,True,99,199,1,2,27,106,299,43,68,0,0
20241010-0319-05b2-1860-4b15c3755465_e90b53fe-31d0-492e-9e43-542068617437_13分,23,60,2,5,2,7,0,0,0,2,0,0,4,frac+sup+sub+accent,691,80,7,5,True,58,180,1,12,27,72,192,70,79,0,0
20241010-0319-05b2-1860-4b15c3755465_f4fb1983-21a8-4d08-8547-63821a863520_10分,14,5,1,2,1,1,0,0,0,1,0,0,4,frac+sup+sub+accent,223,54,2,2,True,6,82,0,8,12,22,19,56,18,0,0
20241014-0317-4134-65bd-138c24747169_2370a8dc-0ebc-4ca9-bad2-4785fe8496b9_2分,8,7,2,2,3,0,0,0,0,0,0,0,2,frac+sup,105,24,0,0,False,15,27,0,0,21,8,27,4,3,0,0
20241014-0317-4134-65bd-138c24747169_2ea41859-653a-4de8-b00b-ae8688699c3e_6分,13,26,2,7,9,1,0,0,0,0,0,0,3,frac+sup+sub,271,27,0,0,False,47,54,0,18,48,10,92,2,0,0,0
20241014-0317-4134-65bd-138c24747169_55de3fc0-e5a5-472e-8eac-dfdb36cd8445_1分,14,20,2,5,8,0,0,0,0,0,0,0,2,frac+sup,297,37,0,0,False,51,61,2,7,59,20,70,27,0,0,0
20241014-0317-4134-65bd-138c24747169_6f920f9a-21d5-48a6-bcfb-0d6911d1ed63_6分,6,13,2,3,3,0,0,0,0,0,0,0,2,frac+sup,125,25,0,0,False,17,28,0,2,20,6,49,2,1,0,0
20241014-0317-4134-65bd-138c24747169_816f0936-4707-40ca-81b1-8e9d32fb7e9e_1分,11,14,2,5,3,0,0,0,0,0,0,0,2,frac+sup,292,42,0,0,False,47,52,0,8,51,22,60,52,0,0,0
20241014-0317-4134-65bd-138c24747169_88fbeb80-0289-4f7b-9eac-c499d1ab6ac4_15分,25,59,2,18,6,4,0,0,0,0,0,0,3,frac+sup+sub,701,48,0,0,False,95,129,1,19,120,30,243,49,15,0,0
20241014-0317-4134-65bd-138c24747169_b6461be5-3aa9-436e-a24e-5ff760f2c678_3分,17,27,2,10,8,0,0,0,0,0,0,0,2,frac+sup,414,45,0,0,False,62,70,0,13,70,34,109,53,3,0,0
20241014-0317-4134-65bd-138c24747169_bd5575df-6425-4622-a3c3-c3a297359077_8分,32,31,2,15,7,0,0,1,0,0,0,4,4,frac+sup+env+textcircled,460,52,0,0,False,77,83,0,25,75,30,130,36,2,2,0
20241016-1008-4182-bd64-022e67280108_216d5d63-fe28-4b77-b65d-da0e41b9eb74_13分,16,37,2,15,0,0,4,0,0,0,0,0,2,frac+sqrt,449,35,0,0,False,11,67,48,32,62,54,169,2,4,0,0
20241016-1008-4182-bd64-022e67280108_2bcf3f40-e931-475c-a615-2e25a1afd43a_11分,17,37,2,15,1,0,5,0,0,0,0,0,3,frac+sup+sqrt,468,36,0,0,False,13,69,55,30,74,54,165,1,7,0,0
20241016-1008-4182-bd64-022e67280108_6cc2a561-7f1b-44a3-b863-eacb9830294e_5分,6,9,1,4,0,0,0,0,0,0,0,0,1,frac,153,23,2,1,True,8,14,24,9,25,24,45,3,1,0,0
20241016-1008-4182-bd64-022e67280108_e6c417c0-2f01-48c5-b64f-70f12d7262f8_8分,17,30,2,13,1,0,5,0,0,0,0,0,3,frac+sup+sqrt,390,35,0,0,False,4,71,51,27,64,36,134,2,1,0,0
20241019-0126-44fb-4fe6-1e3427505345_1fb143ba-85d1-42e1-9e47-d1f8fdf63210_2分,21,64,3,12,17,4,3,0,0,0,0,0,4,frac+sup+sub+sqrt,692,64,3,2,True,131,123,0,45,85,31,246,22,9,0,0
20241019-0126-44fb-4fe6-1e3427505345_89dacc3b-640a-4d37-b50b-fc7fab413e1f_9分,15,24,2,7,3,3,4,1,0,0,0,0,5,frac+sup+sub+sqrt+env,312,59,0,0,False,58,75,0,10,41,12,93,22,0,1,0
20241019-0126-44fb-4fe6-1e3427505345_e03d9562-f0db-4653-9667-5a70daca7aaf_1分,23,13,1,2,4,2,0,1,0,0,0,0,4,frac+sup+sub+env,383,68,4,2,True,118,43,0,44,43,16,48,56,13,2,0
20241019-0126-44fb-4fe6-1e3427505345_fc5238c2-f12d-495e-b272-f5a45b6dec45_1分,23,39,2,11,5,3,1,0,0,0,0,0,4,frac+sup+sub+sqrt,642,77,3,2,True,185,85,0,55,80,26,161,46,4,0,0
20241019-0158-00ca-a543-a6bf38020076_07f5d9f0-41cd-4460-8a9c-7b5eac6dfe2a_10分,38,51,3,16,8,2,8,4,0,0,0,6,6,frac+sup+sub+sqrt+env+textcircled,704,69,0,0,False,89,134,0,31,113,38,217,58,16,8,0
20241019-0158-00ca-a543-a6bf38020076_20cf5477-c6bd-4e2d-a3da-bc0fa22f6d54_15分,30,45,2,13,7,6,8,0,0,0,0,0,4,frac+sup+sub+sqrt,604,76,0,0,False,88,105,0,29,79,58,173,63,9,0,0
20241019-0158-00ca-a543-a6bf38020076_4183ce12-63d7-4c16-9106-57afdaf8c70a_11分,44,67,3,13,11,10,6,4,0,0,0,3,6,frac+sup+sub+sqrt+env+textcircled,952,79,0,0,False,127,183,2,37,155,96,265,55,24,8,0
20241019-0158-00ca-a543-a6bf38020076_48874be6-1225-4c81-b386-d255e1e7a5c5_10分,26,49,2,9,5,10,4,0,0,0,0,4,5,frac+sup+sub+sqrt+textcircled,533,59,0,0,False,72,107,1,18,73,46,171,28,17,0,0
20241019-0158-00ca-a543-a6bf38020076_8782501b-57f8-4dbc-9921-166d7e43ca5c_9分,48,44,2,10,11,12,6,1,0,0,0,0,5,frac+sup+sub+sqrt+env,723,79,10,9,True,106,118,0,36,95,80,159,115,13,1,0
20241019-0158-00ca-a543-a6bf38020076_94928102-caf7-4ddd-b246-c40a90b8aaec_6分,15,13,1,2,2,4,2,0,0,0,0,0,4,frac+sup+sub+sqrt,206,41,0,0,False,29,49,0,8,33,30,43,5,9,0,0
20241019-0158-00ca-a543-a6bf38020076_b077c858-6330-45e1-8b72-6b0150a486ba_7分,10,9,1,0,3,2,2,0,0,0,0,0,3,sup+sub+sqrt,189,48,0,0,False,25,41,1,7,34,26,27,19,9,0,0
20241019-0158-00ca-a543-a6bf38020076_f8163c42-7d8b-409c-a8be-7924369a00d0_12分,26,27,1,7,3,1,5,2,0,0,0,0,5,frac+sup+sub+sqrt+env,398,59,0,0,False,43,98,1,14,68,26,109,26,11,2,0
20241019-0227-52b6-99a2-f1537a819343_02c8d717-05eb-4626-9264-4591799c1843_14分,29,243,3,5,7,14,7,0,0,18,0,0,5,frac+sup+sub+sqrt+accent,1414,69,0,0,False,214,202,5,65,94,36,747,42,9,0,0
20241019-0227-52b6-99a2-f1537a819343_26362160-b331-40de-acad-019cd3f4c6ae_10分,15,213,3,4,7,7,7,2,0,10,0,0,6,frac+sup+sub+sqrt+env+accent,1197,63,0,0,False,166,178,0,34,74,42,659,39,3,2,0
20241019-0227-52b6-99a2-f1537a819343_70b4d83a-7a5f-4cda-8e4d-c4069d10cdab_17分,28,224,3,3,6,15,5,0,0,18,0,0,5,frac+sup+sub+sqrt+accent,1411,68,0,0,False,250,185,5,59,96,40,708,50,18,0,0
20241019-0227-52b6-99a2-f1537a819343_85573ad2-0053-43aa-a706-4a37e3851d84_2分,8,73,1,0,0,7,0,0,0,3,0,0,2,sub+accent,431,28,0,0,False,77,68,0,7,29,12,223,3,12,0,0
20241020-0046-0851-a7f9-515436295214_14515edf-ff6d-4b4b-9c72-ec89ec124b17_1分,3,4,1,2,0,0,0,0,0,2,0,0,2,frac+accent,85,26,0,0,False,3,35,0,4,16,4,16,1,6,0,0
20241020-0046-0851-a7f9-515436295214_2958c153-5f93-4b43-9f30-beac31fa79b5_8分,9,30,5,4,1,1,2,0,1,3,0,0,6,frac+sup+sub+sqrt+bigop+accent,250,50,3,1,True,26,62,0,2,31,14,94,15,6,0,0
20241020-0046-0851-a7f9-515436295214_4ba50e7d-0ecc-4b7a-b964-a4d57144703d_14分,19,85,4,5,7,8,2,0,7,11,0,0,6,frac+sup+sub+sqrt+bigop+accent,635,53,1,1,True,64,155,0,15,87,38,249,10,17,0,0
20241020-0046-0851-a7f9-515436295214_99c55aae-c9a6-459b-a9f7-e3e19ee84d9c_12分,15,83,4,8,5,5,3,0,5,9,0,0,6,frac+sup+sub+sqrt+bigop+accent,505,49,3,3,True,61,103,0,2,47,28,243,8,13,0,0
20241020-0046-0851-a7f9-515436295214_bf2facba-c5ab-43a2-971b-7ae9533ad227_7分,29,130,4,4,12,14,2,0,8,17,0,0,6,frac+sup+sub+sqrt+bigop+accent,988,80,6,2,True,112,211,0,9,115,66,378,60,37,0,0
20241020-0046-0851-a7f9-515436295214_c804e529-000a-4072-9af6-49e055687f92_7分,10,55,5,5,2,3,2,0,2,7,0,0,6,frac+sup+sub+sqrt+bigop+accent,384,43,0,0,False,39,88,0,7,47,20,171,4,8,0,0
20241020-0046-0851-a7f9-515436295214_f0ad01be-cc9b-4198-8a7b-30a07fba622b_3分,10,46,4,2,4,4,1,0,4,8,0,0,6,frac+sup+sub+sqrt+bigop+accent,262,37,0,0,False,43,30,0,5,26,20,130,5,3,0,0
20241020-0046-0851-a7f9-515436295214_f7005b88-7d4b-4715-b096-8e3351555c11_5分,10,9,2,2,0,0,1,0,0,3,0,0,3,frac+sqrt+accent,170,34,1,1,True,8,66,0,7,29,12,39,4,5,0,0
20241023-0024-0506-9a48-60cef0502423_5d5ee2b2-de80-41a1-83f7-a10de5824dc7_7分,18,48,2,9,10,1,5,0,0,0,0,2,5,frac+sup+sub+sqrt+textcircled,501,49,0,0,False,111,87,0,26,62,10,194,11,0,0,0
20241023-0024-0506-9a48-60cef0502423_7b4b895e-24c2-43a7-80d2-f883d576eeb2_1分,10,20,2,3,5,2,5,0,0,0,0,0,4,frac+sup+sub+sqrt,203,44,0,0,False,47,38,0,13,20,4,68,10,3,0,0
20241023-0024-0506-9a48-60cef0502423_a0dc9351-c23d-43c9-a7f5-0279ca163be5_7分,8,25,2,3,6,1,4,0,0,0,0,0,4,frac+sup+sub+sqrt,255,35,0,0,False,71,39,0,12,32,4,89,8,0,0,0
20241023-0024-0506-9a48-60cef0502423_ad8a1f4e-32ee-40ce-8b86-0a7d00a017b0_14分,25,79,2,13,15,4,10,0,0,0,0,2,5,frac+sup+sub+sqrt+textcircled,862,67,0,0,False,120,171,14,58,96,22,357,22,2,0,0
20241023-0024-0506-9a48-60cef0502423_b2d1b755-f719-46c7-b8b7-fb25684c5dbb_1分,5,17,2,2,4,0,3,0,0,0,0,0,3,frac+sup+sqrt,130,24,0,0,False,6,38,0,13,14,4,55,0,0,0,0
20241023-0024-0506-9a48-60cef0502423_b64c9bbb-e54a-4b2d-8732-3c23947bbad7_12分,25,62,3,14,10,2,8,0,0,0,0,1,5,frac+sup+sub+sqrt+textcircled,690,63,0,0,False,153,119,3,50,76,22,226,39,2,0,0
20241023-0024-0506-9a48-60cef0502423_cc660024-6a47-4bea-993e-ca02a365833f_10分,16,51,2,8,10,1,4,0,0,0,0,2,5,frac+sup+sub+sqrt+textcircled,530,53,0,0,False,106,85,0,29,54,8,231,15,2,0,0
20241023-0024-0506-9a48-60cef0502423_d50f0e3b-3c19-4d16-a212-24e91d7db335_5分,9,28,2,6,3,1,5,0,0,0,0,0,4,frac+sup+sub+sqrt,239,32,0,0,False,41,47,0,5,24,6,110,3,3,0,0
20241025-1528-2592-e3ca-c1be6d204091_1b1dc285-74d9-47dc-a0ac-29853048945c_12分,25,19,1,5,6,4,0,0,0,0,0,3,4,frac+sup+sub+textcircled,509,68,0,0,False,83,101,0,21,111,48,69,70,6,0,0
20241025-1528-2592-e3ca-c1be6d204091_4341b8a4-5d53-4904-a636-0b1b788213ac_17分,21,55,1,17,0,0,0,0,0,0,0,0,1,frac,848,37,0,0,False,195,161,0,22,144,32,275,8,11,0,0
20241025-1528-2592-e3ca-c1be6d204091_4bbb4902-5c3f-4153-bfca-cbc95b8f7bbf_15分,30,34,2,11,10,2,3,0,0,0,0,3,5,frac+sup+sub+sqrt+textcircled,606,74,0,0,False,92,107,0,22,110,50,128,83,14,0,0
20241025-1528-2592-e3ca-c1be6d204091_920197c6-5e32-4325-8d31-97a74853f4f6_6分,11,30,2,9,0,0,0,0,0,0,0,0,1,frac,383,38,1,1,True,72,67,0,11,45,22,150,11,5,0,0
20241027-1420-030a-3c00-89d88d678752_0333d409-327d-4e90-b655-95d174c779bd_15分,18,44,3,12,3,5,0,4,0,0,0,0,4,frac+sup+sub+env,426,43,0,0,False,45,74,0,23,45,16,200,7,12,4,0
20241027-1420-030a-3c00-89d88d678752_076fbc49-3fb5-4f7e-ab7a-f1bf2c92052f_9分,30,40,2,15,0,8,3,0,0,0,0,0,3,frac+sub+sqrt,437,49,0,0,False,56,89,0,19,52,20,168,22,11,0,0
20241027-1420-030a-3c00-89d88d678752_0d1c991b-0845-4694-baa1-9b8330fda589_3分,18,27,2,6,0,6,0,2,0,0,0,0,3,frac+sub+env,369,59,0,0,False,44,74,0,17,43,18,127,29,15,2,0
20241027-1420-030a-3c00-89d88d678752_190daaa1-9c2b-44eb-b261-87551555402f_6分,13,25,2,7,0,6,3,1,0,0,0,0,4,frac+sub+sqrt+env,271,63,0,0,False,31,52,0,8,25,14,104,26,10,1,0
20241027-1420-030a-3c00-89d88d678752_5ce8246f-2ed7-4fbe-b786-6ebce2f28aca_11分,21,43,2,12,0,8,0,2,0,0,0,3,4,frac+sub+env+textcircled,508,59,0,0,False,69,96,0,19,57,20,195,32,18,2,0
20241027-1420-030a-3c00-89d88d678752_aada606b-5eb2-43b4-9ea7-fde346f02757_9分,14,19,1,6,0,8,0,0,0,0,0,0,2,frac+sub,220,42,0,0,False,34,41,0,15,18,12,75,16,9,0,0
