image_id,ast_tree_count,total_ast_node_count,max_ast_depth,frac_expression_count,sup_expression_count,sub_expression_count,sqrt_expression_count,env_expression_count,bigop_expression_count,accent_expression_count,stackrel_expression_count,textcircled_expression_count,distinct_structure_type_count,structure_combination,total_token_count,distinct_token_count,rare10_token_occurrence_count,rare10_expression_count,has_rare10,english_tokens,digit_tokens,greek_tokens,special_symbol_tokens,operator_tokens,grouping_tokens,structural_tokens,CJK_tokens,punctuation_tokens,layout__alignment_tokens,other__unknown_tokens
20231025-0336-4028-0ac4-4f2bf6409251_168c2fd3-6437-4d84-8879-65fb5d07329a_6分,15,26,2,3,3,0,8,0,0,0,0,2,4,frac+sup+sqrt+textcircled,278,43,0,0,False,69,43,3,15,31,8,84,12,13,0,0
20231025-0336-4028-0ac4-4f2bf6409251_2c96bd9d-bc8f-460a-8abd-c92c7157fe70_4分,15,39,3,7,3,0,4,0,0,0,0,2,4,frac+sup+sqrt+textcircled,390,46,2,2,True,83,55,7,40,32,4,155,13,1,0,0
20231025-0336-4028-0ac4-4f2bf6409251_35308f9a-0e9a-41fe-917f-8891e41d8564_10分,12,37,2,7,1,0,3,0,0,0,0,2,4,frac+sup+sqrt+textcircled,378,35,0,0,False,79,39,16,29,28,8,165,5,9,0,0
20231025-0336-4028-0ac4-4f2bf6409251_39942599-d8c9-41ee-a082-97fe379e939c_12分,8,10,2,3,1,0,2,0,0,0,0,1,4,frac+sup+sqrt+textcircled,130,33,0,0,False,42,19,1,9,18,4,36,1,0,0,0
20231025-0336-4028-0ac4-4f2bf6409251_c5e72bba-1ff3-4a12-8d74-0778d7077b67_12分,10,13,2,3,1,0,4,0,0,0,0,2,4,frac+sup+sqrt+textcircled,161,30,0,0,False,48,27,1,15,17,6,45,2,0,0,0
20231025-0336-4028-0ac4-4f2bf6409251_f58510da-e156-48d3-897a-74b6be900ff6_12分,8,11,2,3,1,0,2,0,0,0,0,2,4,frac+sup+sqrt+textcircled,112,28,0,0,False,33,16,0,8,10,4,39,1,1,0,0
20231026-0253-38b8-003b-ae1ecf959563_1e49c05f-a65f-4243-8251-c551ada132cb_6分,18,31,2,1,9,3,0,0,0,0,0,2,4,frac+sup+sub+textcircled,382,58,7,2,True,35,110,0,17,45,38,95,24,18,0,0
20231026-0253-38b8-003b-ae1ecf959563_242df9e8-2cc3-4dc3-8fc4-9346b4d99a17_5分,24,35,2,3,14,9,0,0,0,0,0,0,3,frac+sup+sub,589,52,4,1,True,17,200,0,17,100,82,113,24,36,0,0
20231026-0253-38b8-003b-ae1ecf959563_3b4ab821-f6c0-4f34-ae89-08f035d1b326_2分,6,2,1,0,1,1,0,0,0,0,0,0,2,sup+sub,89,35,2,1,True,4,41,0,2,11,8,6,14,3,0,0
20231026-0253-38b8-003b-ae1ecf959563_e487aea0-8ca0-45f8-9955-2d3c1ebe33bf_5分,22,24,2,3,10,6,0,0,0,0,0,0,3,frac+sup+sub,554,71,10,9,True,14,151,0,14,69,80,78,121,27,0,0
20231029-0503-5032-51e8-8827cf205680_30d0ec1a-50fb-4300-a586-0e1e57675014_8分,12,4,1,0,3,0,0,0,0,0,0,1,2,sup+textcircled,144,38,0,0,False,19,20,0,6,20,20,12,42,5,0,0
20231029-0503-5032-51e8-8827cf205680_874afe63-65b8-4290-9568-9c69298eba04_2分,33,67,1,2,12,14,0,0,0,0,0,1,4,frac+sup+sub+textcircled,629,58,2,1,True,100,113,0,25,79,50,209,43,10,0,0
20231029-0503-5032-51e8-8827cf205680_8a8562fa-fafa-4dc3-a2cb-9668d237c230_8分,8,10,1,2,3,0,0,0,0,0,0,3,3,frac+sup+textcircled,165,38,0,0,False,29,24,0,12,20,26,36,14,4,0,0
20231029-0503-5032-51e8-8827cf205680_8bbe5be7-6eac-4145-af34-59da898bfc54_6分,6,4,1,0,0,0,0,1,0,0,0,1,2,env+textcircled,110,33,0,0,False,12,20,0,9,16,16,27,4,3,3,0
20231029-0503-5032-51e8-8827cf205680_8f42a590-5b29-4739-af53-5c57ee0e6bbe_6分,34,9,1,1,4,1,0,0,0,0,0,3,4,frac+sup+sub+textcircled,280,73,1,1,True,47,31,0,19,31,39,29,78,6,0,0
20231029-0503-5032-51e8-8827cf205680_ab789f7f-5503-47e4-a9bb-8775e9da072e_3分,16,9,1,1,6,0,0,0,0,0,0,1,3,frac+sup+textcircled,237,55,0,0,False,48,34,0,14,31,28,29,45,8,0,0
20231029-0503-5032-51e8-8827cf205680_bdbd172b-1af0-4e7f-b836-b9cce01ad778_6分,11,11,1,2,3,0,0,1,0,0,0,3,4,frac+sup+env+textcircled,235,43,0,0,False,32,40,0,22,43,38,42,9,8,1,0
20231029-0503-5032-51e8-8827cf205680_f99a930d-f82c-4f49-9878-254213046a52_8分,13,13,1,2,6,1,0,0,0,0,0,3,4,frac+sup+sub+textcircled,256,61,0,0,False,40,32,0,13,37,26,43,57,8,0,0
20231030-0713-4336-5802-771f83764357_2a7e5271-da3a-4f75-b0ea-03c79ec16fd0_7分,16,35,2,16,0,0,0,0,0,0,0,0,1,frac,380,32,0,0,False,11,64,36,21,39,34,175,0,0,0,0
20231030-0713-4336-5802-771f83764357_3bd7a171-c84d-4e56-a96d-983cefaee109_4分,11,20,2,10,0,0,0,0,0,0,0,0,1,frac,244,37,0,0,False,11,35,22,17,25,28,100,6,0,0,0
20231030-0713-4336-5802-771f83764357_833eaa41-f901-4f1a-8d29-ef5eaee5d8d7_5分,10,29,2,10,0,1,0,0,0,0,0,0,2,frac+sub,322,40,0,0,False,12,43,31,23,31,32,143,6,1,0,0
20231030-0713-4336-5802-771f83764357_8b085afb-a9b7-45c2-b6e3-d238e66f844b_12分,17,39,2,16,0,0,0,0,0,0,0,0,1,frac,433,42,0,0,False,12,71,42,22,40,40,195,9,2,0,0
20231030-0713-4336-5802-771f83764357_b22c46ed-915c-46e2-bdba-5450bfd9787e_7分,27,48,2,24,0,0,0,1,0,0,0,0,2,frac+env,580,53,2,2,True,26,83,53,49,53,52,245,18,0,1,0
20231030-0713-4336-5802-771f83764357_b64201f2-50d9-4740-b026-220fefaf113c_11分,19,36,2,17,0,1,0,0,0,0,0,0,2,frac+sub,500,63,0,0,False,33,71,51,35,55,53,180,20,2,0,0
20231030-0713-4336-5802-771f83764357_cb8a520e-5098-40bc-bc79-6a0bc9baa7b8_4分,12,26,2,12,0,0,0,0,0,0,0,0,1,frac,335,39,1,1,True,13,59,37,19,37,34,130,5,1,0,0
20231030-0713-4336-5802-771f83764357_f65ecb54-4a84-4655-a512-fbfbccc29964_4分,7,12,1,7,0,0,0,0,0,0,0,0,1,frac,136,23,0,0,False,7,18,14,15,14,8,60,0,0,0,0
20231111-0334-45d3-339f-5d4aae988586_5e60982c-718c-4ad1-90b9-7473bf87d666_8分,18,27,2,8,4,2,7,2,0,0,0,0,5,frac+sup+sub+sqrt+env,360,84,4,2,True,45,61,0,11,38,24,111,59,9,2,0
20231111-0334-45d3-339f-5d4aae988586_901e8bf2-d1d6-4c56-8d23-d9599289a151_4分,31,49,2,14,9,9,5,0,0,0,0,0,4,frac+sup+sub+sqrt,504,74,1,1,True,48,99,0,17,45,18,183,90,4,0,0
20231111-0334-45d3-339f-5d4aae988586_aede076a-7fdc-4cf6-95c7-c6dc0fc7194a_4分,10,16,2,3,0,5,3,1,0,0,0,0,4,frac+sub+sqrt+env,157,35,0,0,False,28,23,0,3,13,10,59,14,6,1,0
20231111-0334-45d3-339f-5d4aae988586_e3944857-7208-4e51-9ad3-76eccf8a7c44_8分,24,53,3,14,7,8,6,4,0,0,0,4,6,frac+sup+sub+sqrt+env+textcircled,571,79,1,1,True,64,94,0,21,50,32,217,80,9,4,0
20231111-0340-0456-4348-ee2b0c818453_34c529c2-a722-4249-97b4-6d9d15a258fb_6分,7,13,2,5,0,0,1,0,0,0,0,0,2,frac+sqrt,141,29,0,0,False,24,16,0,4,18,6,63,9,1,0,0
20231111-0340-0456-4348-ee2b0c818453_4a472746-ebcd-4f3a-b01e-b08f3ff00b0c_5分,21,62,2,19,3,0,6,0,0,0,0,0,3,frac+sup+sqrt,622,26,0,0,False,100,81,0,23,96,22,292,4,4,0,0
20231111-0340-0456-4348-ee2b0c818453_6c14b751-3ebb-40aa-9da2-cd6e1af2eede_6分,15,29,2,11,1,0,4,0,0,0,0,0,3,frac+sup+sqrt,295,28,0,0,False,40,46,0,11,38,14,135,8,3,0,0
20231111-0340-0456-4348-ee2b0c818453_eb40a65c-33d2-4731-a6c4-66542e022910_7分,19,32,2,15,0,0,1,0,0,0,0,0,2,frac+sqrt,383,41,0,0,False,67,47,0,7,59,24,160,19,0,0,0
20231114-0147-09d6-3d33-b1e7ec699247_29dbb98a-a82e-49f4-8557-1a0f8ef6dd3c_1分,10,47,3,8,5,3,5,0,0,0,0,0,4,frac+sup+sub+sqrt,341,47,0,0,False,34,60,0,13,30,8,183,10,3,0,0
20231114-0147-09d6-3d33-b1e7ec699247_46a97626-4aff-4cb3-93e7-0f9d50c58866_5分,23,116,3,11,15,8,5,1,0,0,0,0,5,frac+sup+sub+sqrt+env,767,52,0,0,False,91,142,0,22,56,24,409,12,10,1,0
20231114-0147-09d6-3d33-b1e7ec699247_7cdc6df6-8948-4d0d-b8c7-68c4430885bf_4分,6,39,3,2,2,2,3,1,0,0,0,0,5,frac+sup+sub+sqrt+env,276,44,0,0,False,26,48,0,11,16,10,147,5,4,9,0
20231114-0147-09d6-3d33-b1e7ec699247_7ce547c7-dfa8-4385-8d37-ab96348633b9_12分,22,140,3,13,12,7,8,2,0,0,0,0,5,frac+sup+sub+sqrt+env,1058,76,0,0,False,122,195,1,25,95,39,508,56,15,2,0
20231114-0147-09d6-3d33-b1e7ec699247_a12a87c5-feba-4b0b-b01f-ee11342ee9e4_5分,16,208,3,8,12,12,3,3,0,0,0,2,6,frac+sup+sub+sqrt+env+textcircled,1427,61,0,0,False,168,252,0,49,116,48,762,14,10,8,0
20231114-0147-09d6-3d33-b1e7ec699247_b779d607-c80e-4b84-9234-418f5c849925_2分,5,10,2,1,1,0,4,0,0,0,0,0,3,frac+sup+sqrt,97,33,0,0,False,12,21,0,3,8,8,36,5,4,0,0
20231114-0147-09d6-3d33-b1e7ec699247_da83db98-7be0-4ec6-86b7-e5bb4babcc9b_5分,15,90,3,8,9,6,4,1,0,0,0,1,6,frac+sup+sub+sqrt+env+textcircled,568,51,0,0,False,59,105,0,13,38,16,321,11,4,1,0
20231114-0147-09d6-3d33-b1e7ec699247_e79a0f44-ef16-4ed5-b019-124d833b0406_5分,7,23,3,2,7,0,1,0,0,0,0,0,3,frac+sup+sqrt,161,29,0,0,False,13,37,0,6,14,2,87,1,1,0,0
20231119-0345-2894-6d5a-236859098761_482b3cec-33f9-4df1-8791-9bd2f0bbd5a3_12分,47,45,3,2,1,11,2,4,0,7,0,0,6,frac+sup+sub+sqrt+env+accent,686,80,1,1,True,174,74,1,56,60,28,175,79,35,4,0
20231119-0345-2894-6d5a-236859098761_70819bc0-83c3-44fa-94c0-10c6f0995e4a_12分,28,29,2,4,1,2,3,2,0,4,1,0,7,frac+sup+sub+sqrt+env+accent+stackrel,467,77,0,0,False,110,48,0,37,40,24,113,62,30,3,0
20231119-0345-2894-6d5a-236859098761_7b4d2214-8f62-4a4b-b814-ae889e8de213_3分,17,29,2,1,0,6,1,2,0,0,0,0,4,frac+sub+sqrt+env,410,70,1,1,True,85,65,0,14,38,30,107,43,26,2,0
20231119-0345-2894-6d5a-236859098761_96b3e53e-2534-4220-b84e-5b7f6c023eef_2分,7,0,0,0,0,0,0,0,0,0,0,0,0,,51,22,0,0,False,24,2,0,6,4,4,0,11,0,0,0
20231119-0345-2894-6d5a-236859098761_b7aa88df-211d-4aae-93fa-2809405a66b9_2分,10,4,2,0,1,0,1,0,0,0,0,0,2,sup+sqrt,111,38,2,1,True,43,7,0,14,12,0,12,20,3,0,0
20231119-0345-2894-6d5a-236859098761_c62d86ed-a8d2-4e34-92bc-e95f09bdc69a_7分,30,11,2,3,0,0,5,1,0,2,0,0,4,frac+sqrt+env+accent,356,81,2,1,True,86,41,2,32,35,20,48,68,23,1,0
20231119-0345-2894-6d5a-236859098761_eb5b666d-9e30-44f3-ba4a-0ae42fc84225_3分,9,1,1,0,1,0,0,0,0,0,0,0,1,sup,91,37,0,0,False,44,4,0,11,10,4,3,10,5,0,0
20231119-0345-2894-6d5a-236859098761_f2f34fd6-813f-4709-b0ac-19ccc51fcca6_12分,22,32,2,2,1,9,1,0,0,0,1,0,5,frac+sup+sub+sqrt+stackrel,473,64,0,0,False,114,70,1,29,39,28,122,40,30,0,0
20231120-0122-45d4-af92-a44d64336936_1b07962d-80c5-4453-a79d-17d52966bc46_5分,6,2,2,1,0,0,0,1,0,0,0,0,2,frac+env,97,31,0,0,False,22,13,0,6,14,20,13,7,1,1,0
20231120-0122-45d4-af92-a44d64336936_56237655-083a-4dc7-b8aa-361d5957618b_4分,15,12,2,2,6,0,0,1,0,0,0,0,3,frac+sup+env,331,49,2,2,True,84,40,0,8,58,64,45,29,2,1,0
20231120-0122-45d4-af92-a44d64336936_b34b3e7b-3c62-44b5-aa47-a134de071c38_12分,15,21,2,3,10,0,0,2,0,0,0,3,4,frac+sup+env+textcircled,352,36,1,1,True,83,46,0,8,65,51,84,11,1,3,0
20231120-0122-45d4-af92-a44d64336936_b684f285-e31a-4607-bada-7c1ad529fc4c_12分,11,16,2,3,6,0,0,1,0,0,0,3,4,frac+sup+env+textcircled,256,38,1,1,True,58,33,0,8,40,32,69,11,2,3,0
20231120-0125-3299-92bf-645c70198824_2991b79c-9bf1-4d30-80df-afd3c48db4e4_1分,20,50,3,1,0,7,5,2,0,3,0,0,5,frac+sub+sqrt+env+accent,643,69,0,0,False,105,106,0,22,52,46,200,61,47,4,0
20231120-0125-3299-92bf-645c70198824_424683d8-9414-4d7f-b02d-03556987962f_1分,37,45,2,7,0,5,9,4,0,13,0,0,5,frac+sub+sqrt+env+accent,684,63,0,0,False,114,114,1,35,73,44,207,47,42,7,0
20231120-0125-3299-92bf-645c70198824_57abca36-16c5-4969-959b-88e28cd24530_1分,5,0,0,0,0,0,0,0,0,0,0,0,0,,49,22,0,0,False,23,2,0,5,5,2,0,12,0,0,0
20231120-0125-3299-92bf-645c70198824_63c112aa-1085-4c6a-bc19-0bed4c63f7fe_1分,5,0,0,0,0,0,0,0,0,0,0,0,0,,51,25,0,0,False,22,2,0,6,5,2,0,14,0,0,0
20231120-0125-3299-92bf-645c70198824_650b5e20-830c-4714-98c0-ebd5bce995aa_1分,19,40,2,2,1,4,4,4,0,7,0,0,6,frac+sup+sub+sqrt+env+accent,558,78,0,0,False,106,77,0,33,48,28,174,51,34,7,0
20231120-0125-3299-92bf-645c70198824_902793ca-7f68-482a-adba-c61855ea4bdf_1分,8,0,0,0,0,0,0,0,0,0,0,0,0,,80,29,0,0,False,38,2,0,10,9,2,0,18,1,0,0
20231120-0125-3299-92bf-645c70198824_b4f5ef4d-0b1f-4411-a53b-999d0bbdcb0f_1分,30,107,2,4,4,9,18,3,0,10,0,0,6,frac+sup+sub+sqrt+env+accent,1098,87,0,0,False,163,188,1,65,111,55,403,55,50,7,0
20231120-0125-3299-92bf-645c70198824_ba504bd8-6a04-4863-9407-dc25cac065c0_3分,9,5,1,1,1,0,1,0,0,0,0,0,3,frac+sup+sqrt,107,32,0,0,False,41,11,0,11,12,2,17,10,3,0,0
20231121-1532-081b-3ee7-19645c758844_58e55ad3-9434-4475-ac05-5014010bebd1_11分,26,45,2,7,0,7,0,1,0,0,0,0,3,frac+sub+env,548,72,1,1,True,39,133,1,4,19,43,156,120,32,1,0
20231121-1532-081b-3ee7-19645c758844_aeea187f-ced9-4ebc-becf-93537459f60c_3分,4,3,1,3,0,0,0,0,0,0,0,0,1,frac,95,22,0,0,False,2,46,0,3,14,4,15,4,7,0,0
20231121-1532-081b-3ee7-19645c758844_d5157826-fea2-4537-84ca-c2464566e325_8分,17,75,1,2,0,7,0,0,0,0,0,0,2,frac+sub,591,51,0,0,False,80,123,0,6,9,68,231,49,25,0,0
20231121-1532-081b-3ee7-19645c758844_faece838-844f-4bdc-9fdc-63c9bd506943_4分,14,13,1,6,0,3,0,0,0,0,0,0,2,frac+sub,247,44,0,0,False,8,82,0,5,20,18,53,45,16,0,0
20231125-0932-0404-02aa-98949f775587_0c719598-1b5e-4bae-8a46-596dcba0de03_3分,7,6,1,0,0,0,3,0,0,0,0,0,1,sqrt,89,25,0,0,False,2,25,0,6,11,20,18,4,3,0,0
20231125-0932-0404-02aa-98949f775587_3165477b-a244-45e1-ac47-2a488192dd16_6分,19,51,2,8,8,9,2,0,0,0,0,0,4,frac+sup+sub+sqrt,497,54,0,0,False,51,87,0,33,46,64,183,25,8,0,0
20231125-0932-0404-02aa-98949f775587_7185bd5c-fe4a-4009-b90b-4a4659ccdf16_2分,19,35,2,13,5,0,3,0,0,0,0,0,3,frac+sup+sqrt,381,46,0,0,False,35,77,0,12,40,36,159,15,7,0,0
20231125-0932-0404-02aa-98949f775587_77be473a-e970-441e-af32-25944afc55c9_5分,12,17,1,7,0,1,2,0,0,0,0,0,3,frac+sub+sqrt,206,42,0,0,False,16,44,0,12,17,28,73,11,5,0,0
20231125-0932-0404-02aa-98949f775587_852417a3-9dca-49b2-b850-91749523c7f2_10分,28,44,2,15,1,0,8,0,0,0,0,0,3,frac+sup+sqrt,657,67,0,0,False,69,112,0,41,78,86,186,68,17,0,0
20231125-0932-0404-02aa-98949f775587_8bef04ac-4258-4d54-96b2-abab676089a0_12分,22,23,1,9,5,1,2,0,0,0,0,0,4,frac+sup+sub+sqrt,337,57,0,0,False,38,64,0,19,47,46,93,26,4,0,0
20231125-0932-0404-02aa-98949f775587_bb6a9666-857b-4648-9725-bd61f585f2d5_6分,12,23,2,5,8,1,2,0,0,0,0,0,4,frac+sup+sub+sqrt,282,42,0,0,False,33,49,0,13,32,42,87,23,3,0,0
20231125-0932-0404-02aa-98949f775587_eccbb98e-b8b7-4d0c-bbbf-9c77077687cc_8分,24,33,1,15,5,2,2,0,0,0,0,0,4,frac+sup+sub+sqrt,439,51,0,0,False,56,72,0,31,47,60,141,25,7,0,0
20231127-0122-061b-b107-75200c968235_220601ce-4fde-4aba-a800-9a9c936627b2_4分,3,4,1,0,2,1,0,0,0,0,0,0,2,sup+sub,42,20,0,0,False,4,8,5,4,4,2,12,1,2,0,0
20231127-0122-061b-b107-75200c968235_996eb6f0-4f8f-4642-89a2-e38680693ff0_6分,18,39,3,3,10,5,2,1,0,0,0,0,5,frac+sup+sub+sqrt+env,384,45,0,0,False,45,73,20,22,53,22,136,5,7,1,0
20231127-0122-061b-b107-75200c968235_ab29479b-1e12-4d1f-8309-2a63fb584b1d_6分,14,39,2,3,11,4,0,0,0,0,0,0,3,frac+sup+sub,324,28,0,0,False,39,59,12,29,39,20,125,1,0,0,0
20231127-0122-061b-b107-75200c968235_bdbc58fb-9b3c-47e2-b010-e11daec16f83_9分,23,59,3,4,11,8,1,1,0,0,0,0,5,frac+sup+sub+sqrt+env,512,43,0,0,False,49,101,29,40,63,20,202,4,3,1,0
20231127-0122-061b-b107-75200c968235_bf1249ca-0691-4976-a0b9-abc7bd056d58_6分,11,33,2,3,6,6,0,0,0,0,0,0,3,frac+sup+sub,288,40,0,0,False,33,51,14,25,28,18,109,5,5,0,0
20231127-0122-061b-b107-75200c968235_e3757368-01b7-4cfb-8fd8-3ec0cd766591_10分,23,62,3,6,12,12,1,1,0,0,0,0,5,frac+sup+sub+sqrt+env,527,45,0,0,False,49,98,34,38,63,24,209,7,4,1,0
20231127-0122-061b-b107-75200c968235_e6f3de28-7eab-43ac-866e-b89df80160a4_4分,28,83,2,6,16,12,5,1,0,0,0,0,5,frac+sup+sub+sqrt+env,710,42,0,0,False,68,138,31,86,79,30,270,3,4,1,0
20231127-0122-061b-b107-75200c968235_f6089c5a-04af-4c86-bd9e-2e2406886278_4分,12,15,1,0,5,3,0,0,0,0,0,0,2,sup+sub,208,33,0,0,False,28,38,19,22,27,17,45,4,8,0,0
20231128-1111-10be-c248-ab482b066221_31aeb41c-c862-42cc-9ca6-e9b2b0a69f97_8分,22,31,2,10,3,0,1,0,0,0,0,0,3,frac+sup+sqrt,443,58,0,0,False,92,38,15,50,56,14,145,29,4,0,0
20231128-1111-10be-c248-ab482b066221_38002b4c-85ce-4982-9996-e9ca7f33329b_4分,19,8,1,3,5,0,0,0,0,0,0,0,2,frac+sup,239,53,0,0,False,65,31,5,38,30,6,30,33,1,0,0
20231128-1111-10be-c248-ab482b066221_90a02e12-2926-4de9-8acb-65e18d26efaa_2分,17,98,3,7,10,0,1,1,0,0,0,0,4,frac+sup+sqrt+env,827,53,0,0,False,140,160,3,54,84,14,355,12,4,1,0
20231128-1111-10be-c248-ab482b066221_9c2e19b2-e940-4941-b112-35d391a4ae56_12分,22,27,2,8,8,0,1,0,0,0,0,0,3,frac+sup+sqrt,427,51,0,0,False,93,57,8,60,57,14,113,24,1,0,0
20231128-1111-10be-c248-ab482b066221_a104af22-1872-4304-92de-4f4582f237e8_3分,8,11,1,3,3,0,0,0,0,0,0,0,2,frac+sup,181,31,0,0,False,54,14,4,37,13,2,47,10,0,0,0
20231128-1111-10be-c248-ab482b066221_b79277fa-0cee-4ea5-9c6e-e6c172f683d8_4分,15,10,1,3,2,3,0,0,0,0,0,0,3,frac+sup+sub,187,41,0,0,False,76,12,2,24,20,0,38,14,1,0,0
20231128-1111-10be-c248-ab482b066221_cb52280e-4bb2-44e0-9381-fda9c67e5729_1分,7,8,2,1,5,0,1,0,0,0,0,0,3,frac+sup+sqrt,125,38,0,0,False,20,17,6,23,17,6,26,7,3,0,0
20231128-1111-10be-c248-ab482b066221_dff8f040-b03d-463a-bd34-702b928febc8_6分,20,17,2,6,7,0,0,0,0,0,0,0,2,frac+sup,280,43,0,0,False,76,40,1,38,32,4,63,25,1,0,0
20231130-0215-4167-97c3-36404b885771_14f20ecc-7203-4f8b-b15b-fdf7caa09e65_2分,2,6,2,2,2,0,0,0,0,0,0,0,2,frac+sup,69,20,0,0,False,10,9,0,1,11,8,22,7,1,0,0
20231130-0215-4167-97c3-36404b885771_1d6643c8-9214-4b0a-8fd7-6ebe80683a12_4分,18,23,2,5,6,0,0,2,0,0,0,0,3,frac+sup+env,357,61,0,0,False,56,48,0,9,51,34,93,62,2,2,0
20231130-0215-4167-97c3-36404b885771_7576361a-ba1a-4ce4-ac64-a9225f4ad2dd_12分,22,64,2,12,13,0,0,0,0,0,0,0,2,frac+sup,763,74,0,0,False,104,130,0,12,139,40,242,91,5,0,0
20231130-0215-4167-97c3-36404b885771_79a6ee4e-5120-4ef2-8819-352137372a6f_7分,10,16,3,3,4,0,0,0,0,0,0,0,2,frac+sup,234,66,0,0,False,34,25,0,11,27,16,62,57,2,0,0
20231205-0229-4877-9f8a-78fcb5217843_02e677cf-c28d-42ca-ba36-aa8a0ea7e1a5_10分,11,33,3,7,9,0,1,0,0,0,0,0,3,frac+sup+sqrt,325,55,6,3,True,32,60,0,4,33,28,115,47,6,0,0
20231205-0229-4877-9f8a-78fcb5217843_1df5f592-1bd6-4163-95d1-cdc5c574c8f1_10分,22,53,3,11,15,0,4,1,0,0,0,3,5,frac+sup+sqrt+env+textcircled,541,81,7,4,True,46,78,0,30,45,36,202,87,14,3,0
20231205-0229-4877-9f8a-78fcb5217843_4542b55a-d8c1-4fba-b6e0-17a5503e079b_10分,21,19,3,2,6,6,1,0,0,0,0,0,4,frac+sup+sub+sqrt,298,72,7,5,True,31,44,0,19,29,8,63,91,13,0,0
20231205-0229-4877-9f8a-78fcb5217843_49268585-2282-4fbe-9ce5-10985687e347_1分,3,2,1,0,2,0,0,0,0,0,0,0,1,sup,38,21,0,0,False,4,7,0,2,7,6,6,1,5,0,0
20231205-0229-4877-9f8a-78fcb5217843_8a6fa3c8-d652-40ed-bab9-bc1135c107f1_9分,17,35,3,8,12,0,4,0,0,0,0,0,3,frac+sup+sqrt,387,77,9,4,True,28,65,0,19,36,28,129,66,16,0,0
20231205-0229-4877-9f8a-78fcb5217843_c24a320e-b4a2-40b7-8bd7-7354ce3be8a8_8分,18,29,3,5,11,0,1,0,0,0,0,0,3,frac+sup+sqrt,373,68,7,3,True,32,58,0,28,42,36,99,65,13,0,0
20231205-0229-4877-9f8a-78fcb5217843_dec2b064-f462-4c88-ae3a-c3b74dd8191a_7分,19,30,3,8,9,0,1,0,0,0,0,0,3,frac+sup+sqrt,376,76,12,5,True,28,56,0,12,26,18,118,109,9,0,0
20231205-0229-4877-9f8a-78fcb5217843_f7356da7-a27c-4505-b003-5506f22d2acc_4分,6,8,1,0,3,0,0,0,0,0,0,0,1,sup,102,36,0,0,False,4,24,0,4,15,8,24,17,6,0,0
20231205-1501-347c-f51f-da815a961649_16e23dda-561e-43a3-9fbf-cf1944f38123_10分,26,39,3,10,5,1,8,1,0,0,0,0,5,frac+sup+sub+sqrt+env,472,80,2,2,True,49,68,30,43,42,12,152,68,7,1,0
20231205-1501-347c-f51f-da815a961649_80568a46-4a79-4b09-a9ae-17d172c57bb0_5分,13,23,3,5,4,0,7,0,0,0,0,0,3,frac+sup+sqrt,252,58,1,1,True,24,36,13,17,27,6,83,40,6,0,0
20231205-1501-347c-f51f-da815a961649_88c6b0b0-82ec-49df-b8fb-fa2645ffb258_4分,8,16,2,2,4,0,2,1,0,0,0,0,4,frac+sup+sqrt+env,165,49,0,0,False,10,24,9,11,11,6,61,30,2,1,0
20231205-1501-347c-f51f-da815a961649_8aaad209-e98c-4262-902b-b63bb0ea2d21_7分,26,31,2,6,6,1,5,1,0,0,0,0,5,frac+sup+sub+sqrt+env,361,72,0,0,False,49,56,16,31,39,12,116,34,7,1,0
20231205-1501-347c-f51f-da815a961649_92430c7f-0f29-4bb5-8a55-4e2ccaba1f05_7分,25,72,2,13,9,3,10,1,0,0,0,2,6,frac+sup+sub+sqrt+env+textcircled,614,76,0,0,False,52,103,25,46,57,16,280,28,5,2,0
20231205-1501-347c-f51f-da815a961649_c01bdde4-68bd-47e8-8019-94443859911b_8分,17,46,3,10,4,1,4,2,0,0,0,0,5,frac+sup+sub+sqrt+env,534,85,1,1,True,43,69,42,40,46,30,196,57,9,2,0
20231205-1501-347c-f51f-da815a961649_c5ecebbf-1e44-440c-b7b5-d26fa77ef386_8分,24,35,3,10,5,1,7,0,0,0,0,0,4,frac+sup+sub+sqrt,427,77,1,1,True,41,65,30,37,51,16,137,44,6,0,0
20231205-1501-347c-f51f-da815a961649_fc3af743-7a39-483c-adf7-467db9ee9e32_5分,15,25,4,6,2,2,8,1,0,0,0,0,5,frac+sup+sub+sqrt+env,239,49,0,0,False,26,41,17,14,29,4,92,8,7,1,0
20231207-0644-316b-2102-5e6504528643_090185f2-7651-4903-a42c-e553b4375b49_10分,18,23,1,0,6,8,0,0,0,0,0,0,2,sup+sub,275,35,0,0,False,48,66,0,11,49,24,69,8,0,0,0
20231207-0644-316b-2102-5e6504528643_469e1182-884d-47f5-88d0-11a5794ab8a3_4分,18,34,2,1,4,11,1,0,0,0,0,0,4,frac+sup+sub+sqrt,352,61,0,0,False,59,52,0,10,37,28,106,46,14,0,0
20231207-0644-316b-2102-5e6504528643_5f5a7330-5516-4105-8a99-9590189d44aa_4分,9,24,2,2,0,8,0,0,0,0,0,0,2,frac+sub,186,29,0,0,False,36,23,0,6,14,16,80,7,4,0,0
20231207-0644-316b-2102-5e6504528643_82a383dc-604d-48ce-a9a4-118424942435_7分,32,47,1,2,10,14,0,0,0,0,0,3,4,frac+sup+sub+textcircled,420,49,1,1,True,75,77,0,3,55,18,145,41,6,0,0
